voltage_A,voltage_B,voltage_C,current_A,current_B,current_C,fault_type
233.36203639689728,230.22625409759627,229.29588513950455,9.278766472535876,8.050540175253419,10.085367103496019,No Fault
231.5718481932911,235.2194108889279,233.60786954748667,11.501771600873848,10.837548596299886,10.861908263706361,No Fault
228.66164287691865,225.63385453714307,235.6452468439985,10.031531983715418,8.752980607736122,10.106100852862687,No Fault
223.02451407898445,224.24085071761985,227.48614207813281,11.096996433819255,10.016099051138948,10.616861946740437,No Fault
227.6404910850142,228.3378899817487,229.466000963316,10.95733416500745,9.352637434978101,9.178471948339997,No Fault
227.44124886196678,234.1130175496867,230.05881514074215,11.100571971143417,10.349887152151911,10.461388614992888,No Fault
230.32408123621784,228.44110489046736,227.59560679178858,10.66118420001364,10.665786375015243,10.596053336077027,No Fault
229.61486371749774,233.2106902327492,235.30292611314826,10.872786473811678,10.487650265988345,10.572522150337917,No Fault
232.89797026999202,232.92548807287815,231.89658412248355,9.741344606701864,10.405156754627786,10.540336365913712,No Fault
233.58923360104143,227.54256981313856,228.9581612037289,10.246244086841578,12.003813942880846,9.406487643423503,No Fault
226.76695381817282,227.14491392469745,228.95461449957176,8.264069289379039,9.97931417635513,8.548426140660506,No Fault
229.1785847358163,230.1417135975489,227.90023786346873,10.383821222152397,9.82917261831962,8.871085616609868,No Fault
231.87935794471596,224.77762290705326,228.6621652064601,9.482348575673475,9.693700537585856,9.378488205032403,No Fault
228.47751730513534,229.1529584380009,227.63385267261086,10.430834479555118,10.946455577013865,9.86641354015631,No Fault
232.34664791432496,229.2595592129875,233.15240192843783,10.495685275846705,10.041791915904433,10.462359385062614,No Fault
231.26704297056162,234.63783455114446,233.2408701317674,10.39972484191685,8.667197892482626,10.821963627708534,No Fault
229.28952968363856,226.48215346902518,229.70859194491507,10.1682643528553,11.091887648812975,11.234649544701343,No Fault
230.01887025008077,226.3372093720845,235.76341754184187,10.795386313605757,10.017532958387756,9.062771409756486,No Fault
229.79706844609868,228.9372926838129,232.93491442118784,8.934942436552088,9.076221223258136,12.876505049030634,No Fault
228.75216736027767,229.72249287359935,234.8332166554225,9.444791906966774,10.80596240151206,11.023111236186438,No Fault
234.44924703779313,227.91995493477378,228.2979899515349,10.348132236807299,10.313212438497064,9.860028385667315,No Fault
233.4091432943636,230.23665244647532,230.11068173012035,11.414720580117839,9.196031602295689,10.630605722016623,No Fault
228.7760192877969,230.44318507404193,234.53088179536053,8.149315898124911,9.89231350780488,10.621987555749133,No Fault
226.61738100876883,228.93467259627513,231.6071252576836,11.424603600603369,9.33873924767301,9.703246144597587,No Fault
231.98729426539225,223.96740703639668,230.22471385620878,10.637786488227599,10.30365118752915,10.553391399297794,No Fault
232.55674457627808,231.31150945116596,232.62321453149244,10.127298675364838,9.392990204826038,10.968220920244562,No Fault
226.43527802360884,225.81518413868503,224.3473468677689,9.673901242200282,7.45413976225641,9.156904981050584,No Fault
230.5319668792573,228.454418930901,234.4111531469185,10.616002931135371,10.936910437006654,13.128466384392533,No Fault
227.4958482906404,230.83675120452816,233.04212330395336,8.47462290271263,10.450166712785034,11.61716943485459,No Fault
229.4074841609457,228.57171999042473,229.71972703936896,9.835945535654673,9.66165814255008,8.61822111563209,No Fault
226.26055333982166,231.12636941470896,229.0732066181683,8.039162554231282,9.19039406242063,9.513641240831369,No Fault
226.95771836455646,226.16944500792695,230.44318857110758,10.881524171988994,9.787192829942809,10.589540864345594,No Fault
229.0930817417219,231.16138419046544,229.31364058104697,9.431002564556128,10.305893014783301,9.491332351390701,No Fault
228.62371267597285,233.18612998524515,231.3194235904135,9.76898470907198,9.116547548313038,10.548351845364039,No Fault
224.72282668082465,228.89997689448373,227.28157596800537,10.21732797594348,9.161947538774692,10.755936788206876,No Fault
228.14912314168626,232.03286253586614,228.98184293925902,11.015180943664198,10.145487820443297,10.563791371801376,No Fault
230.0322452200217,228.35509623573168,232.64288407755316,9.561197429554342,11.03214231804056,11.162564205816695,No Fault
230.3957552133202,229.78326821182443,224.2248636507971,9.450221077736636,9.760802814596437,11.076190603694142,No Fault
233.17889143721285,230.53517518622525,227.78540011901447,8.751744467532317,11.840522529114924,11.08953173148168,No Fault
229.9234591768662,233.21001982463574,233.72900040842606,8.742453521240106,8.960645865830708,10.928927516523654,No Fault
226.31158463780463,232.8702853656097,228.89812252417804,9.783206857145794,10.679678553676009,10.620373246948922,No Fault
229.50131579878857,234.63938628722,237.8614648339686,10.429901101740949,9.729942854724364,9.729888275867934,No Fault
229.5121264556972,227.64467155623282,226.5863204188746,10.708615972617626,9.14131192498054,10.061291984689968,No Fault
229.7427061747098,227.1168986761562,230.4430952221296,8.862916533423396,10.010332173877428,11.550463524211537,No Fault
227.14236289405846,230.13374930374155,233.69143629842418,9.988077304335086,10.061593109184601,11.077205370763679,No Fault
230.720699893901,235.0641360585038,225.85761208156626,11.442110678596807,10.296658430583488,11.01612961550482,No Fault
229.0197907213135,229.53909227892794,230.38606249593437,10.042438744520016,9.249712309275592,11.375148839695202,No Fault
227.50905881670587,226.648366530771,224.39912384871556,9.460129442052592,8.842047907661915,9.548529425999762,No Fault
223.44612979344737,231.76313671459417,229.48920047195563,9.069071494133503,11.06700957860545,11.433145305609036,No Fault
226.81921708115013,227.9940911634778,227.57991520521583,10.114720941686521,11.03965677804428,10.91335084239858,No Fault
0.1326900025032928,230.79631144154777,225.2301297196323,25.364907856600283,10.334409116581572,11.692404948399465,Line-to-Ground
3.561527066959064,227.31666087145092,233.8879719537033,20.18176315427214,9.194734706702725,10.422494706164798,Line-to-Ground
-8.830372838708499,233.4256409470098,232.96635982079786,26.431135995166844,10.878196747461985,12.088697667114795,Line-to-Ground
-2.400626465832091,229.2569563905324,235.1660516890402,25.753622413084294,9.17416290749971,7.501121263201336,Line-to-Ground
0.08764012241850126,230.26385603949703,228.87046484313743,25.3466999063461,10.340590813326395,9.813540141715126,Line-to-Ground
7.0517278284723615,233.52047795265264,232.19678118688182,25.59334666628897,9.93436798204678,9.186111431359038,Line-to-Ground
7.091356215398861,229.45089831186618,232.25760652335734,25.419909963893176,10.002817452286225,8.48227748249131,Line-to-Ground
1.9074237645702632,234.02747357024035,228.6457263434261,21.880667295144328,9.058137391545714,10.429220825554342,Line-to-Ground
-5.219303079436855,230.97010636959217,229.02189775827787,29.631349245632222,11.283675171980185,10.74614105298674,Line-to-Ground
2.196954826963183,235.2254156496219,231.86157258282074,25.006487041392546,10.476416167529438,11.250290543446377,Line-to-Ground
8.608553343641686,225.97883520603926,232.61589723046876,28.05209850351874,10.990889481005002,8.747378384415665,Line-to-Ground
3.8724880630675083,226.2240807072909,226.5565018003471,27.857387737745032,10.668300699312622,9.599309160556661,Line-to-Ground
-6.587357482012292,227.08912246613843,229.23055488566615,25.10972233277867,8.459219840213642,11.28564375072927,Line-to-Ground
4.045797732690279,232.3366515569737,230.4286181865717,23.38449145024744,10.614167885580168,10.963813893231535,Line-to-Ground
4.231047193680069,226.1405344932366,231.330834983733,22.461543304741426,10.234786912492677,10.30184388089382,Line-to-Ground
2.8278352380279594,226.71666672128663,229.5817034433668,26.534779829321838,10.004234225780682,12.267083990915538,Line-to-Ground
-1.1109804215037422,231.25380034410443,228.46772549983115,25.779918646998023,9.685059124439956,10.267270764894784,Line-to-Ground
-0.5087332505188629,231.70320443650408,231.37106761291068,25.980408786142213,11.071241969278834,9.662608684963098,Line-to-Ground
-8.889764624900932,227.44179300001753,228.7969750381411,22.687029519992194,10.815466367003975,10.072500356901767,Line-to-Ground
7.103108674918287,232.985267421999,229.50584763563515,26.999191452888862,9.44441505989286,10.650683149098272,Line-to-Ground
-1.2739579154222773,230.29927465022234,229.7027441074462,25.742532848005617,11.940176678391559,10.846687006678074,Line-to-Ground
2.2805060017802985,229.86448163215832,234.57981723290868,25.530324783552004,11.369423589612376,10.99791879103184,Line-to-Ground
0.7197920918567889,226.03764674515023,229.80831758427092,23.39125054503211,9.394891810014327,10.432182820032676,Line-to-Ground
-1.9376160474946498,229.32070662822161,228.42675078074245,29.934359817212453,8.727668018989046,9.490913146246156,Line-to-Ground
3.9868087372292043,236.2913554863586,228.5406436269717,25.104599691607916,9.570319319466378,11.318747018372253,Line-to-Ground
2.901972709779189,224.69053081971913,229.9508777939996,26.40331408347816,10.441310025620052,9.245243298167892,Line-to-Ground
-0.8070833298541019,231.6816160595999,226.52531294675958,25.852448035860515,10.200926842227457,9.336757223114395,Line-to-Ground
11.347744237380885,229.73503283007403,228.39500406575027,23.961354996767803,11.203504280545774,9.099441784119577,Line-to-Ground
-1.448144760943573,226.5218526130613,228.58721905866972,25.414475512971254,9.942499055711318,11.826927905977543,Line-to-Ground
-0.4897344767730343,230.76911936188532,229.4135301587078,24.44752285027214,9.22497274157987,9.758621611998098,Line-to-Ground
-3.1802391540653168,230.20954072031623,226.195076667997,23.91995045451322,9.531259495016387,9.651211852586918,Line-to-Ground
0.01415595779928701,229.75316338861373,229.5157261344319,27.704633034777643,9.147661157331939,10.646221585109005,Line-to-Ground
3.5148266461434026,225.83713776038843,223.8759775496199,24.07991785102761,10.432997114662081,9.436282797352646,Line-to-Ground
-3.0404527819801186,222.54717332303943,223.54103965894123,23.89581287534641,11.205009626312494,11.487882310108162,Line-to-Ground
-1.1198913200793825,225.7376657607428,232.70932206274824,23.956785018090933,8.928475657261119,10.943752444218598,Line-to-Ground
-6.384270884921995,226.58689557774215,227.55629024850225,26.315738365787222,10.784049209946671,10.605352731160858,Line-to-Ground
3.530894439505301,230.538673457958,229.48420194293885,27.280947080705744,8.40242337333792,9.444272052484934,Line-to-Ground
-10.76922068902155,225.75450657705545,231.09584714037456,28.53249893080137,7.84357572111233,10.824060498306741,Line-to-Ground
-2.442741897506061,230.25731789773968,232.88230245858966,25.893295478776686,7.7069358312633405,11.005550974583917,Line-to-Ground
3.4326054335594374,231.9550512266911,228.1751880761783,20.323736556132545,9.310793866326183,11.602565743256482,Line-to-Ground
4.309093394456702,237.76536612318657,229.90731441625132,23.291090048976375,9.935333049632133,9.835776128811363,Line-to-Ground
1.15469308187785,231.0447475928032,231.8666095392674,28.885749035920252,10.553135287501451,8.944706474323727,Line-to-Ground
-3.187196105726833,232.9036229361323,232.47133804223353,25.829960601244377,9.357508739604942,10.084249361426965,Line-to-Ground
3.019932389917069,233.9790500701082,231.07827068157115,29.040735860891314,11.578605536943341,11.889784347095995,Line-to-Ground
8.355080287530136,233.59806410671885,229.50522849353277,23.70819816474627,9.625223075980143,10.150048740549245,Line-to-Ground
3.1528699877378816,230.31918229357885,232.65021994964937,25.024965025489834,11.33791988602244,10.344965039217074,Line-to-Ground
-4.430280858054418,228.01657430997244,227.98423996390932,26.333028630287657,9.733459139955224,9.142929293880396,Line-to-Ground
4.3490541828287865,233.06708453757093,228.01757674688872,26.504279347189055,9.850047069861652,10.772168909788933,Line-to-Ground
-6.440321418378653,228.44810337667,231.79560798007927,19.127689128787544,9.008644594194246,11.209802047852408,Line-to-Ground
5.490381899221649,232.61497578051592,226.37724433054012,24.699072433889267,10.433475877474836,11.267879314045215,Line-to-Ground
-3.149400016591614,-1.833909569016473,234.66544761055678,25.965899889202404,23.571384370152842,10.821034288983324,Line-to-Line
1.5376906659261957,3.2885959528708555,230.370274533417,26.032268585738834,26.146025344361036,9.658423435666437,Line-to-Line
3.684613130217491,-1.1177967497652115,229.09096571866004,26.89954071197806,22.68604413012231,11.583781205857141,Line-to-Line
-5.303848193958336,0.32926494891182406,225.11422901710583,23.082866899878567,25.647827682770632,10.159219495151035,Line-to-Line
0.17334247764370395,-4.066866457530607,227.69484955389353,24.74427717893493,24.95558866476723,11.92593216847352,Line-to-Line
-1.9895195281052789,6.3817637631278155,231.20080801476115,23.547148165410615,24.34567763929222,11.830207155450369,Line-to-Line
-3.8572890391834216,-0.7997669265763346,227.05632443571,25.365993832756207,23.8307121137538,11.263026518298513,Line-to-Line
4.113295939190147,-6.701066532838002,231.6041518245488,25.520755003514925,26.96139142548163,9.477576986228822,Line-to-Line
1.1389271920572965,0.732170561918378,230.46263838689075,23.178788614601395,24.124345157222805,11.651146046076803,Line-to-Line
10.040989457904294,0.6185820072175723,231.9811404575647,28.94815644165113,24.075416756785888,7.544530610998606,Line-to-Line
-7.329684316331323,0.5150636861020491,228.29537099052928,24.95249101543003,24.691766617853915,9.757460925041505,Line-to-Line
4.527550493854663,-2.3301481874004577,226.18008439075092,23.543084231263236,26.309476492416596,11.147574336360924,Line-to-Line
4.467321878709469,1.404188839313339,229.70333922773037,25.09661677082002,23.47184409060178,11.222830716687605,Line-to-Line
-3.7946791824796295,1.9067684869023596,237.20845970989922,22.376426410437325,25.236708619776618,10.352117153870848,Line-to-Line
-3.864105359180453,-4.505050432414386,229.48042965753226,26.109151013907674,25.09149304052254,9.058101988682704,Line-to-Line
1.60181787504396,-1.3453402593140085,225.37335960869441,22.732344214432054,25.64751286487201,9.939454315643301,Line-to-Line
-3.6132031217162845,7.632855811830113,224.97843760390123,24.921056956792572,27.896713998677495,11.874688395397142,Line-to-Line
5.3934626404878605,0.43239248388396556,233.19487687901608,26.69694195839412,24.566432337727033,11.781111032128873,Line-to-Line
7.842270139857703,5.239777043904651,231.44163976353485,24.080046809122415,26.574816175329314,11.448059604499637,Line-to-Line
-1.2306177718834532,-0.7229401281652452,230.11506710719388,25.80146582978281,26.12547821547627,8.644200149841534,Line-to-Line
2.2822359929142317,3.8016280059552012,231.38295002049134,23.41363530340187,26.36547947099723,10.582075690155278,Line-to-Line
1.6115618931172493,5.204773809420154,223.8607604188621,27.327791616159416,30.014516271214976,8.85458686169018,Line-to-Line
-0.9190117911368569,6.762484838310266,228.46966358055047,24.67311737891301,24.78130817230611,11.244621600446548,Line-to-Line
2.223292350137581,-2.3713995509531345,226.52248901851428,27.26169771936819,26.02847042646626,8.821118169480561,Line-to-Line
2.3704911980100905,3.8970959070511317,230.91614875715877,23.8358398078276,24.98624008234403,10.054976870827305,Line-to-Line
-2.405297760265846,6.938569842358311,231.27586834912296,24.795617250292405,28.029098329892133,10.569682038949585,Line-to-Line
4.227698171244799,2.1216214350833953,229.62626887639323,23.770843219106126,25.854258309202233,9.202990482980924,Line-to-Line
-0.06495078673735333,4.89947732351287,230.47213111422488,25.868235057570555,24.414383879695823,8.730546241649218,Line-to-Line
3.349913499998722,4.192230095674563,221.7428478062003,22.944315836446368,27.12013546524224,12.27248867789259,Line-to-Line
2.6735981855561914,-3.1567026429742846,229.68918607940927,23.586254840179006,24.589220194138,11.652618978929356,Line-to-Line
2.5822399740242497,-1.364961788586359,229.91888026542688,21.344629221648972,26.352291784727015,10.325024951736488,Line-to-Line
6.869379176872109,-6.112322763914256,239.98186738156133,25.385781731452894,24.674138887237195,10.419432651431784,Line-to-Line
-4.620199429537474,3.2478569523151064,231.72968507233116,24.66495491814421,28.782693508993038,10.009165264508805,Line-to-Line
-3.856884048568733,3.0311219751247567,226.84748618605008,30.32007858752226,23.245845916393755,9.240825304261296,Line-to-Line
5.653356199791325,-2.682003569232345,227.16143067903997,26.40977285085752,25.742183772965035,11.234215106315403,Line-to-Line
-5.498571288287341,2.0216158204224945,227.67132133326376,23.239723294641742,26.115985179038965,10.393794017790619,Line-to-Line
-6.834030929027426,-0.8948589889955313,232.7203897704106,25.378953363263925,21.24246141330629,11.903320502082295,Line-to-Line
-6.489699890659422,-2.4983247942386564,234.97443998787557,26.068114909125583,20.53891944756439,11.097105357934039,Line-to-Line
-1.560309262551232,1.544303301095955,228.85620002399534,26.363016672019228,23.68472073712726,9.539290013133254,Line-to-Line
-2.5912020805327454,2.491059650754481,228.37372105749392,21.200814753410114,24.135331910212305,9.896747327101595,Line-to-Line
-0.1977641252358164,-2.5279705601322893,231.69192525805929,22.5105270183774,28.1927065454412,9.64806646905551,Line-to-Line
-3.642995002311311,-2.9454670239006964,231.13855352038027,23.725344457148555,25.91626241156846,8.85611555966728,Line-to-Line
0.12162395317301422,-5.8202110815264865,231.564687470666,26.42237374050783,20.776459276317468,10.33470548081531,Line-to-Line
-0.42545136694888813,2.720109539909214,230.75015564166915,24.49744530733533,27.65612664344823,10.26507125402419,Line-to-Line
1.1437071176386564,-5.165146622853411,232.7448154549312,24.403675009999933,29.31451983774475,10.999704244853191,Line-to-Line
1.3235524569781656,5.741778270838517,225.0502051801549,25.87745714582683,24.642720337539703,7.385153923326478,Line-to-Line
0.5885925485567334,-3.5880938836631007,224.9081028179274,23.807344925818235,25.80672244627523,10.207744749260327,Line-to-Line
-4.414431758093725,5.939352361514595,230.9003008960548,24.911313842484358,24.994980093312154,10.301472986126926,Line-to-Line
-0.4465055658927213,1.9323756417943747,228.69501158642132,26.35715786029958,21.708284950293155,7.448672621353859,Line-to-Line
1.6513165751334846,-2.718305572948362,236.59551915468333,27.116876918780612,27.19387246138479,9.198587479137927,Line-to-Line
-2.2127662593511683,4.410531293120033,3.02586106893584,32.493412869519204,29.63450065924565,31.87362921808168,Three-Phase Fault
2.075349711839478,-1.971528202128558,-0.05702908838640403,30.77288120218345,31.661512563677427,28.941657778660336,Three-Phase Fault
5.528050595722237,-3.0677903031148284,-0.4544444145770156,32.651682830955096,32.59370580134056,31.993243508939685,Three-Phase Fault
1.4223014921981485,0.2643610506925122,-3.1294810598303835,30.15440224213472,31.983062952904046,28.4566307763611,Three-Phase Fault
0.3928093616830821,3.826430491434637,-2.732731811382215,31.9518952900151,32.09513011123569,30.59142033484414,Three-Phase Fault
3.372876371005288,5.871765075230099,-0.5319327839161767,31.98395551896232,28.854929346029902,29.568089595730207,Three-Phase Fault
4.062911972177558,1.6150273327916955,-1.498180160345212,32.62550150850353,33.20882599552947,24.887278452187722,Three-Phase Fault
-3.0838942630949844,-0.2780895879875977,0.808254920353277,31.45546744355409,31.45256223154572,29.06797585735715,Three-Phase Fault
